w_facial,w_vocal,w_verbal,kendall_tau
0.33731443963447294,0.44099420154269797,0.2216913588228292,0.8953707541885056
0.4758138109391298,0.3754572486321568,0.14872894042871343,0.8842596383143981
0.31004326713437264,0.47084570887090654,0.2191110239947208,0.8601855539204983
0.42474639837650513,0.29250070576210846,0.28275289586138636,0.8527781433377598
0.49347085120907663,0.36227662096549057,0.1442525278254328,0.8805559330230288
0.3730616350188586,0.39984065457159845,0.22709771040954302,0.926852249165144
0.3995727422494199,0.37046931079283857,0.22995794695774158,0.9398152176849363
0.38145503168832234,0.416971731400797,0.20157323691088072,0.9768522705986283
0.3958918768147048,0.4625001188645347,0.1416080043207605,0.917592985936721
0.4328801636513268,0.4496818958714615,0.11743794047721172,0.8787040803773444
0.4852604984423482,0.38463682905210717,0.13010267250554472,0.8750003750859752
0.3935270800497337,0.39621818157381056,0.21025473837645575,0.9768522705986283
0.393460444556325,0.34834089763159914,0.2581986578120758,0.8953707541885056
0.4257177931545778,0.35591559940707734,0.21836660743834496,0.94537077562199
0.3262928530359667,0.5123500450203226,0.16135710194371072,0.9009263121255595
0.43299795489154164,0.3627556564280288,0.20424638868042957,0.9564818914960976
0.3935111523709484,0.32393887159442725,0.28254997603462423,0.8509262906920753
0.3723951303060118,0.399298676937501,0.22830619275648714,0.9231485438737749
0.4106872439308734,0.47410880631807395,0.11520394975105265,0.8898151962514519
0.4170579070557451,0.3799857140768578,0.20295637886739723,0.9750004179529437
0.37858622973870765,0.35506772657855407,0.26634604368273823,0.8694448171489213
0.39670962011090444,0.3805103470791159,0.2227800328099797,0.9601855967874668
0.36322342119416723,0.5095980977581251,0.1271784810477077,0.8953707541885056
0.4556534399124951,0.416326182833422,0.12802037725408302,0.8898151962514519
0.29943710436219934,0.46052798395518685,0.24003491168261376,0.8212966483611216
0.4392719056692374,0.4476007380252709,0.11312735630549162,0.8768522277316597
0.3841838688888739,0.3340340461335561,0.28178208497757007,0.8435188801093368
0.4699897096895039,0.4052672680766076,0.12474302223388856,0.8824077856687135
0.3721880901807958,0.3751066405835586,0.2527052692356456,0.8953707541885056
0.38885996910439513,0.4342767320942773,0.17686329880132767,0.9768522705986283
0.3179650127170158,0.4345127853350236,0.2475222019479606,0.8324077642352292
0.3870187245449069,0.4263894358826166,0.1865918395724766,0.9842596811813666
0.4519373515818307,0.4306687320482476,0.11739391636992155,0.8805559330230288
0.3760506491145527,0.3581678026776776,0.2657815482077696,0.8694448171489213
0.34688048150983186,0.3840117241404996,0.2691077943496686,0.8305559115895447
0.35589251149003437,0.38866632176010235,0.2554411667498632,0.865741111857552
0.4221183496721133,0.3850490880256744,0.1928325623022122,0.9601855967874668
0.30768831065156177,0.4500240707119255,0.24228761863651285,0.82870405894386
0.3672876609404467,0.40827162253018295,0.22444071652937037,0.9212966912280902
0.3295065968464915,0.46743624386857063,0.20305715928493792,0.9138892806453518
0.4178983171150982,0.4339538425953067,0.14814784028959518,0.9194448385824056
0.3774949846256322,0.40513405044946843,0.21737096492489943,0.9509263335590439
0.44700154125691716,0.4552387779065643,0.09775968083651852,0.856481848629129
0.4323940291447079,0.41232285534592417,0.15528311550936796,0.917592985936721
0.3305584427206269,0.37499363936574137,0.2944479179136318,0.7916670060301679
0.3613871972459626,0.40015572145315303,0.23845708130088444,0.9027781647712442
0.32143410331199124,0.42632669942981244,0.2522391972581963,0.8324077642352292
0.38501478884147455,0.43896448411005423,0.1760207270484712,0.9712967126615745
0.40278108161603254,0.34682594266942135,0.25039297571454605,0.9009263121255595
0.4622131333176944,0.35807727877176215,0.1797095879105434,0.917592985936721
0.502483882852557,0.36295901477415965,0.1345571023732833,0.8694448171489213
0.3813287952923851,0.4764375973680943,0.14223360733952056,0.9194448385824056
0.4200291237949004,0.43733279284452364,0.14263808336057596,0.908333722708298
0.42618328802064315,0.35724446475212973,0.21657224722722718,0.9472226282676747
0.448258745776947,0.4277202243611418,0.12402102986191113,0.8842596383143981
0.48224135363805365,0.37599216584042755,0.14176648052151877,0.8805559330230288
0.32037859651570066,0.4347664552319246,0.24485494825237475,0.8398151748179676
0.35641007395061597,0.47285770202371946,0.17073222402566468,0.9379633650392516
0.4281374425225488,0.3341730624053751,0.23768949507207615,0.9212966912280902
0.38031456652429074,0.4911785382196012,0.12850689525610812,0.8972226068341903
0.37732696223877665,0.33068176064111565,0.29199127712010764,0.8305559115895447
0.448955687996856,0.33198369084613016,0.2190606211570139,0.926852249165144
0.42895050604706886,0.38044665206788714,0.19060284188504398,0.9564818914960976
0.3680873659015509,0.33665369014097235,0.2952589439574767,0.8212966483611216
0.44679311825254664,0.3970371114315137,0.15616977031593973,0.908333722708298
0.33792333190690044,0.4067696652708904,0.25530700282220903,0.8453707327550215
0.4109294280469524,0.39247341217062504,0.19659715978242256,0.9787041232443129
0.3410916962816494,0.35777631346015515,0.3011319902581955,0.8027781219042757
0.4994973397380414,0.35787576560723416,0.14262689465472433,0.8731485224402905
0.4997265346473543,0.34763974796119745,0.15263371739144824,0.8731485224402905
0.3799164586392939,0.4064642588207339,0.2136192825399722,0.9583337441417822
0.36893043801279024,0.47332527733145724,0.15774428465575252,0.926852249165144
0.34959136400534413,0.43023672860987255,0.22017190738478337,0.917592985936721
0.4213744126921537,0.3870057063320455,0.19161988097580085,0.9620374494331515
0.3770589671139632,0.4418963051813729,0.1810447277046639,0.9712967126615745
0.34128301839352526,0.4839458249360171,0.17477115667045773,0.9305559544565132
