_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight,start,end,dur,frame_t,frame_k
2.994090380070702e-07,0.014867860823869705,0.20301403105258942,0.004460398573428392,0.2127697467803955,0.0007243338041007519,3.018226198037155e-05,3.104125667618973e-08,4.251204899219374e-08,0.0960966944694519,0.30907854437828064,0.015795916318893433,0.08330853283405304,0.10058487951755524,0.46109408140182495,0.20968744158744812,0.00826360285282135,0.3946062922477722,0.19621752202510834,0.5042397975921631,0.5406392812728882,0.013421516865491867,0.0005252280388958752,7.744794856989756e-05,0.02620314434170723,0.015587781555950642,2.872398545150645e-05,0.001835217117331922,0.007987145334482193,0.0017537776147946715,0.0030565697234123945,0.0012705638073384762,0.00783849973231554,0.08626288175582886,0.0019365701591596007,0.0014443466207012534,0.03553973510861397,0.012576241977512836,0.2288079559803009,2.508530087652616e-06,0.05847448483109474,0.04177878051996231,0.030830029398202896,0.0063073341734707355,6.937255966477096e-05,1.3955822396383155e-05,0.043390847742557526,0.00010195656795985997,0.0001350017701042816,0.0002061795530607924,4.819153218704741e-07,3.2330479626807573e-08,7799.937,7804.173,4.235999999999876,7800.643,0
1.5737627734324633e-07,0.0008261040784418583,0.1432124376296997,0.028363855555653572,0.6239137649536133,0.003516651224344969,1.2795989277947228e-05,2.7133911117971365e-08,3.579695473376887e-08,0.19428683817386627,0.5910162329673767,0.06446478515863419,0.3996039927005768,0.1515655815601349,0.0516684390604496,0.04040837287902832,0.11806019395589828,0.230208620429039,0.02206236496567726,0.5897551774978638,0.24770307540893555,0.007970153354108334,0.00012367138697300106,0.00014603945601265877,0.0026818986516445875,0.00043750889017246664,3.5048067275056383e-06,5.5372685892507434e-05,0.0004874564183410257,0.0028972988948225975,0.069032222032547,0.04220592975616455,0.0008338573388755322,0.0003692068567033857,0.0006478754803538322,0.00039625854697078466,0.029754552990198135,0.05985207483172417,0.008283095434308052,0.0004449114203453064,0.0019259919645264745,0.000615087163168937,0.03318630903959274,0.01653607003390789,0.002769861835986376,0.003136353101581335,0.05323440209031105,0.015143881551921368,0.00029617021209560335,0.0009529995149932802,2.7230607884121127e-06,2.0617019913515833e-07,7805.287,7814.753,9.46599999999944,7806.864666666666,0
4.187915294551203e-07,0.02583305351436138,0.1145276203751564,0.02501070126891136,0.12406173348426819,0.0012533183908089995,2.467958620400168e-05,2.0412804246916494e-07,4.7214150811214495e-08,0.10450076311826706,0.12688958644866943,0.034686096012592316,0.038482822477817535,0.1124817356467247,0.1497553586959839,0.11541717499494553,0.07463729381561279,0.2842622995376587,0.2521401643753052,0.4849121868610382,0.30302515625953674,0.015544559806585312,0.0034128923434764147,0.0009261954692192376,0.0023051698226481676,0.00018326903227716684,2.1485700472112512e-06,5.847965439897962e-06,0.0003446867049206048,0.00980283971875906,0.14160607755184174,0.09769381582736969,0.0021155381109565496,8.043294656090438e-05,0.003107492346316576,0.0024848366156220436,0.009281893260776997,0.030062224715948105,0.012346840463578701,0.0007376577705144882,0.0013348222710192204,0.0002976921387016773,0.016168877482414246,0.05092233791947365,0.026423530653119087,0.04333962872624397,0.3804095983505249,0.36487406492233276,0.007271618582308292,0.033989716321229935,6.245777512958739e-06,2.6087619175996224e-07,7823.984,7832.185,8.201000000000022,7825.350833333334,0
1.9439005427557277e-06,0.6356338262557983,0.4911944568157196,0.0004578941152431071,0.0005250666290521622,0.0005762842483818531,0.000444754958152771,2.3072705346294242e-07,2.2142067734876036e-07,0.19266089797019958,0.2940550446510315,0.1588086038827896,0.19589106738567352,0.06407564878463745,0.10272371768951416,0.09253931045532227,0.06460855901241302,0.09576387703418732,0.07926912605762482,0.7501940727233887,0.601165771484375,0.006273264065384865,0.0006441111327148974,0.003575187874957919,0.0366177074611187,0.04810412973165512,6.4114515225810464e-06,0.0012441350845620036,0.0041963281109929085,0.013482099398970604,0.010265636257827282,0.011229218915104866,0.0027629476971924305,0.00014529828331433237,0.14797580242156982,0.14045663177967072,0.036912739276885986,0.1044744923710823,0.00028656021459028125,0.00013566068082582206,0.007913867011666298,0.023673590272665024,0.0008214887348003685,0.004837185610085726,0.03470072150230408,0.03449667617678642,0.059465859085321426,0.19934998452663422,0.024554967880249023,0.045237068086862564,9.136624612438027e-07,2.0548095562844537e-06,7938.413,7944.134,5.721000000000458,7939.3665,0
9.230062119058857e-07,0.1319989711046219,0.4066174328327179,0.0011931839399039745,0.009294653311371803,0.0006803913274779916,9.025331564771477e-06,3.6654597579399706e-08,4.722153690295272e-08,0.18065644800662994,0.2493831366300583,0.08649196475744247,0.12249406427145004,0.011255195364356041,0.479423850774765,0.5232418775558472,0.004457719158381224,0.13926443457603455,0.10779447108507156,0.6308613419532776,0.5248777270317078,0.009366693906486034,0.0005779964267276227,2.8074002329958603e-05,0.022468116134405136,0.005912853870540857,4.039953182655154e-06,0.001476962468586862,0.005532729905098677,0.0013751410879194736,0.007059695664793253,0.0058600446209311485,0.0009933637920767069,0.01242822129279375,0.00010030332487076521,8.994233940029517e-05,0.03174886479973793,0.02056136727333069,0.04284592717885971,1.5921366866678e-05,0.03958125412464142,0.018068259581923485,0.21152135729789734,0.012714187614619732,0.00012581409828271717,4.188788807368837e-05,0.007110283710062504,0.000520795991178602,0.00010165445564780384,0.00016552410670556128,2.370619966995946e-07,8.696424913523515e-08,7949.855,7954.31,4.455000000000837,7950.5975,0
1.3940853023086675e-06,0.1898360401391983,0.09687592834234238,0.00811755657196045,0.01835680939257145,0.047899212688207626,2.2559619537787512e-05,1.3048323808106943e-06,8.392759127673344e-07,0.6847783327102661,0.2579897344112396,0.8553350567817688,0.4958810806274414,0.12344097346067429,0.14265866577625275,0.0606193020939827,0.05278540030121803,0.001150114694610238,0.02430650033056736,0.10646166652441025,0.6991725564002991,0.0003098114102613181,0.0022029378451406956,0.0006364031578414142,3.714063132065348e-05,0.0013383113546296954,0.005345395300537348,3.331599509692751e-05,0.024405790492892265,0.008611968718469143,0.00017935156938619912,0.00019222531409468502,0.008403260260820389,0.0020440276712179184,0.01211546640843153,0.015159206464886665,0.10228270292282104,0.039428096264600754,0.013883167877793312,0.00043236021883785725,0.0013880606275051832,0.001442331587895751,0.0017363919178023934,0.041206683963537216,0.08072155714035034,0.0517532080411911,0.0095365634188056,0.017936596646904945,0.0029941946268081665,0.0016948123229667544,1.1470134268165566e-05,7.885320769673854e-07,14821.737,14827.829,6.092000000000553,14826.813666666667,4
2.4101669623632915e-05,0.7634928226470947,0.012112361378967762,0.0020211844239383936,0.0009411294595338404,0.09043816477060318,4.5378175855148584e-05,1.139631990554335e-06,1.4050833385681472e-07,0.7325591444969177,0.061111580580472946,0.7658776044845581,0.005915102083235979,0.14137284457683563,0.2620377540588379,0.04218543320894241,0.009227854199707508,0.005151572171598673,0.6807534098625183,0.20146191120147705,0.8651224374771118,0.0003072695981245488,0.0037840944714844227,0.00015613606956321746,0.00153002527076751,0.10501103848218918,0.0007100580260157585,0.056335024535655975,0.3696499168872833,0.010713597759604454,1.4396007827599533e-05,2.6180603526881896e-05,0.0010005459189414978,0.03516855835914612,0.001858334755524993,0.0014637280255556107,0.0979209691286087,0.02764136716723442,0.00812341459095478,3.509875023155473e-05,0.02013724483549595,0.05569746717810631,0.0014316575834527612,0.0028335482347756624,0.3049505650997162,0.12361765652894974,0.002104860730469227,0.0036542778834700584,5.7537192333256826e-05,1.2047734344378114e-05,2.6530830155024887e-07,2.823419151809503e-07,14838.933,14842.156,3.2229999999999563,14839.470166666668,0
1.1043765653084847e-06,0.488599956035614,0.3794696629047394,0.0004836503358092159,0.006192133296281099,0.009685036726295948,1.0476165698491968e-05,5.426080065262795e-07,6.519697421936144e-07,0.7266625165939331,0.5147275924682617,0.7646222114562988,0.7640608549118042,0.24624335765838623,0.05228574201464653,0.01651003584265709,0.17149338126182556,0.002663990715518594,0.004105770029127598,0.35883399844169617,0.6712667942047119,0.00021984099294058979,0.00049524602945894,0.00014592644583899528,4.7824047214817256e-05,0.0009128315723501146,0.0018869205377995968,0.0001743807952152565,0.010970882140100002,0.0028579523786902428,0.0008905995055101812,0.0006762845441699028,0.0011362199438735843,0.0012104690540581942,0.00033062457805499434,0.0003823227307293564,0.14447149634361267,0.04346878081560135,0.015188428573310375,0.0007017130847088993,0.006414099596440792,0.0009388990001752973,0.014073607511818409,0.010193964466452599,0.17267799377441406,0.09401324391365051,0.06839299947023392,0.024531317874789238,3.062105315621011e-05,1.5441257346537896e-05,1.7094162103603594e-06,4.4720093228534097e-07,14857.85,14862.018,4.167999999999665,14858.544666666667,0
1.2511969771367148e-06,0.3549087941646576,0.19972047209739685,0.0018124672351405025,0.0034634775947779417,0.02498471923172474,6.551455953740515e-06,7.206440955087601e-07,6.409021580111585e-07,0.6830483675003052,0.4932025969028473,0.7463152408599854,0.6965052485466003,0.152471125125885,0.11684276908636093,0.04277147725224495,0.06595538556575775,0.002994515234604478,0.007789439056068659,0.2969328761100769,0.6754627823829651,0.00030017044628039,0.0005742927896790206,9.396750101586804e-05,4.24023273808416e-05,0.000429542240453884,0.0015963149489834905,6.220471550477669e-05,0.009647514671087265,0.0024111540988087654,0.0006854112725704908,0.0006111929542385042,0.0028069973923265934,0.0005593282985500991,0.0002048449096037075,0.0003302613622508943,0.1365193873643875,0.020758137106895447,0.06040513515472412,0.002643920248374343,0.0024976066779345274,0.0002789674617815763,0.017008118331432343,0.034736163914203644,0.14593368768692017,0.07367777079343796,0.02937656082212925,0.02100498229265213,0.0001108158758142963,7.34982022549957e-05,4.091873506695265e-06,3.953115594867995e-07,14869.426,14877.239,7.813000000000102,14873.3325,2
6.592514637304703e-06,0.10118362307548523,0.01900067925453186,0.030677275732159615,0.026033353060483932,0.1609773486852646,1.2255895853741094e-05,3.2381449273088947e-06,1.0676062629499938e-06,0.789415180683136,0.36898112297058105,0.9119932055473328,0.5665805339813232,0.5127013921737671,0.17000550031661987,0.004148057661950588,0.058653365820646286,0.0006005191244184971,0.017289841547608376,0.1373758465051651,0.6184253692626953,0.00020120821136515588,0.0013299045385792851,0.0001611860643606633,1.3196620784583502e-05,0.0010361983440816402,0.006474231369793415,0.00015034862735774368,0.01918206177651882,0.0004567852593027055,0.006267101503908634,0.008778792805969715,0.002743890043348074,0.00011134803935419768,0.0004628768074326217,0.0007711224025115371,0.15418145060539246,0.011710966005921364,0.025694213807582855,0.009410922415554523,0.00409814203158021,0.0008661526953801513,0.026515448465943336,0.10642794519662857,0.04853510484099388,0.022941378876566887,0.028721671551465988,0.05327973514795303,0.0011366058606654406,0.000510259298607707,1.2393541510391515e-05,1.0129209613296553e-06,14885.93,14889.068,3.1379999999990105,14886.453,0
1.6435033103334717e-06,0.2426227480173111,0.18814827501773834,0.002904559252783656,0.005458088591694832,0.005599174648523331,2.953283183160238e-05,2.3378188984679582e-07,2.3559546491469519e-07,0.5977175235748291,0.5856269001960754,0.6508303880691528,0.6284643411636353,0.013637290336191654,0.3374183773994446,0.3670710623264313,0.005131104029715061,0.013720596209168434,0.008674084208905697,0.734592080116272,0.6238289475440979,0.0007305210456252098,0.0002438086667098105,0.00016289895575027913,0.0010647608432918787,0.024400619789958,5.308328036335297e-05,0.023794537410140038,0.007636676076799631,0.02281525731086731,0.0007666978635825217,0.0007404290954582393,0.00046022149035707116,0.00011255209392402321,0.0006540586473420262,0.0008363479864783585,0.10162629932165146,0.11880709230899811,0.0023552263155579567,0.007210737094283104,0.012362421490252018,0.007186231203377247,0.0068129850551486015,0.0030897788237780333,0.0400208979845047,0.050151657313108444,0.007740458939224482,0.017418431118130684,2.732568646024447e-05,3.726043723872863e-05,3.8073156360951543e-07,7.078617159095302e-07,15192.481,15196.683,4.202000000001135,15193.181333333334,0
