AU1,AU4,AU6,AU12,AU15,AU17,audio,speaker,start,end,duracion
0.007883364334702492,0.022015887312591076,3.8951013436872017e-07,0.0007816405850462615,0.00011292706585663836,0.34789860248565674,catatumbo,SPEAKER_03,23581.333,23581.708,3.0
0.002131025306880474,0.038452284410595894,5.930720590185956e-07,0.04699450545012951,0.0011065315920859575,0.03474455326795578,catatumbo,SPEAKER_03,23581.667,23582.042,3.0
0.002388406777754426,0.05831221118569374,8.977705192592111e-07,0.2742684707045555,0.0008099067490547895,0.004876508843153715,catatumbo,SPEAKER_03,23582.0,23582.375,3.0
0.016627954319119453,0.029387551359832287,5.464141850097803e-07,0.2315015196800232,0.0004543042741715908,0.0650484636425972,catatumbo,SPEAKER_03,23582.333,23582.708,3.0
0.008268559351563454,0.012614376842975616,6.057361616740309e-07,0.018992340192198753,0.00031378532730741426,0.05655164644122124,catatumbo,SPEAKER_03,23582.667,23583.042,3.0
0.007193311583250761,0.016439087688922882,5.946459680217231e-07,0.4046090692281723,0.001079359819414094,0.04224661365151405,catatumbo,SPEAKER_03,23583.0,23583.375,3.0
0.009203863330185413,0.05913058668375015,1.3756092585026636e-06,0.07382107153534889,0.020968832541257143,0.0007285039755515754,catatumbo,SPEAKER_03,23583.333,23583.708,3.0
0.0039827050641179085,0.12153466790914536,1.8167163489124505e-06,0.09593723341822624,0.007011787500232458,0.010051724500954151,catatumbo,SPEAKER_03,23583.667,23584.042,3.0
0.0017407839186489582,0.03358740918338299,1.0989379575221392e-06,0.6986889243125916,0.0028515728190541267,0.019758939743041992,catatumbo,SPEAKER_03,23584.333,23584.708,3.0
0.0007205852889455855,0.09537362307310104,5.799428777208959e-07,0.018198799341917038,0.0012670807191170752,0.016630440950393677,catatumbo,SPEAKER_03,23584.667,23585.042,3.0
0.0030667418614029884,0.023909284733235836,6.674486172641991e-07,0.11608981341123581,0.000249046555836685,0.22924959659576416,catatumbo,SPEAKER_03,23585.0,23585.375,3.0
0.0005482936976477504,0.07952233962714672,5.563032345889951e-07,0.17034514248371124,0.0005057969829067588,0.012356949970126152,catatumbo,SPEAKER_03,23585.333,23585.708,3.0
0.002404832048341632,0.03433419344946742,4.863527465204243e-07,0.2272545024752617,0.0008817884372547269,0.010136285796761513,catatumbo,UNICO,23585.667,23586.042,3.0
0.0019077383913099766,0.02237461693584919,5.630588475469267e-07,0.09778816252946854,0.0004657585232052952,0.010628240182995796,catatumbo,UNICO,23586.0,23586.375,3.0
0.0076117063872516155,0.0804615281522274,1.7901283513310773e-06,0.015405929181724787,0.019717085175216198,0.0017378861084580421,catatumbo,UNICO,23586.333,23586.708,3.0
0.0035754714626818895,0.194306381046772,8.205771848679433e-07,0.014776169788092375,0.0006948572408873588,0.02328275889158249,catatumbo,SPEAKER_03,23586.667,23587.042,3.0
0.005526035558432341,0.012584898620843887,1.0766858338229213e-06,0.024057877250015736,0.002514843479730189,0.012746365740895271,catatumbo,SPEAKER_03,23587.333,23587.708,3.0
0.008631209842860699,0.011603305581957102,6.643519867566283e-07,0.15347079932689667,0.00020292249246267602,0.2303372174501419,catatumbo,SPEAKER_03,23587.667,23588.042,3.0
0.011057613417506218,0.008973365183919668,7.736795453183731e-07,0.1015164665877819,0.0009760389511939138,0.05157579481601715,catatumbo,SPEAKER_03,23588.0,23588.375,3.0
0.016713399440050125,0.014097938314080238,8.74860603516936e-07,0.07059264183044434,0.0029952237382531166,0.008532841689884663,catatumbo,SPEAKER_03,23588.333,23588.708,3.0
0.004515171051025391,0.016349184326827526,9.486251144608104e-07,0.1886639967560768,0.003117722226306796,0.011307872831821442,catatumbo,UNICO,23588.667,23589.042,3.0
0.003541066311299801,0.01915508508682251,6.214054337760899e-07,0.05800054594874382,0.0013536133337765932,0.0076194582507014275,catatumbo,UNICO,23589.0,23589.375,3.0
0.004515244159847498,0.026922496035695076,4.328352218863074e-07,0.012798060197383165,0.0004436513117980212,0.010648083873093128,catatumbo,UNICO,23589.333,23589.708,3.0
0.01321742869913578,0.012966544833034277,2.3148225025693137e-07,0.0010530577274039388,1.197233063976455e-05,0.40292200446128845,catatumbo,UNICO,23589.667,23590.042,3.0
0.011784709990024567,0.019959275610744953,5.135620426699461e-07,0.0885191336274147,0.00028071412089047953,0.1294330507516861,catatumbo,SPEAKER_03,23590.333,23590.708,3.0
0.004207061603665352,0.033763082697987556,3.24874449120216e-07,0.05731908790767193,0.00013786848285235465,0.02161312848329544,catatumbo,SPEAKER_03,23590.667,23591.042,3.0
