y7_surprisal
-0.3765181521574656
-0.8654401004314423
-0.34099229350686067
-0.802981972694397
-0.07824372798204421
0.09934796392917633
-0.43081103593576703
-0.5945875085890293
-0.5660807490348816
-0.21132724549008441
-0.27077935286092036
-0.14006316440007038
-0.2461266203569294
-0.184243433523391
-0.037059645394661556
-0.34494774841836523
-0.2368325832904431
-0.2825642576949163
-0.22467219457030296
-0.18681564760650216
-0.15593365421355293
-0.7008856683969498
-0.1535627973742686
-0.20622820629546984
-0.10078092444635972
-0.07787925894264791
-0.15138027657869935
-0.32551560738892754
-0.25908176294144464
-0.22108977984960293
-0.25196950097701376
-0.20188254703368458
-2.7591178317864733
-0.4474203288555145
-0.17904885062792653
-0.2732673116949719
-0.21201965305220896
-0.23243381362747062
-0.9723402758439383
-0.3085939599675875
-0.23908904182344842
-0.19901892564194218
-0.3692119652405381
-0.17338828887376517
-0.0948654016310519
-0.30800371569723395
-0.216131464693801
-0.19071638492766668
-0.3699994946635047
-0.6053959218164285
-0.20783659673844732
-0.29660353987393057
-0.21540724685450485
-0.2797019234830899
-0.14298938010150275
-0.32907830178737646
-0.12459940603002906
-1.5599464140832424
-0.2646344022359699
-0.43071728982031343
-0.4608693281809489
-0.6106422759592532
-0.5489053018353629
-1.3860353318353493
-1.1289810179560271
-1.0182087319592634
-0.7517683898066089
-0.337915486012047
-0.6931593604385853
-0.4803633149713278
-0.35768025368452067
-0.3934573473067149
-0.2828621566295624
-0.12733807035077077
-0.24859705105011648
0.1795949236704753
-0.2542360047188898
-0.45487437319631374
-0.09782736380584539
-0.016555939335376024
