doc_id,section_id,corpus_type,y10_rep_v5
466c0f272f36469e055db65ae0206ba67019ddac5bbc07dedac8e0b0e58ad67a,DECISIÓN,A-CSJ,0.0
46c2cbd912acbbe2ede2d0c825ee59367d8ac693043aa154262305f0f2127a73,CONSIDERACIONES,A-CE,0.43154296875000053
46c2cbd912acbbe2ede2d0c825ee59367d8ac693043aa154262305f0f2127a73,DECISIÓN,A-CE,0.0
46f73e71f130933a7643d49c124961328f9662670c59341c61853aecf4f9aa61,HECHOS,A-CE,0.0
46f73e71f130933a7643d49c124961328f9662670c59341c61853aecf4f9aa61,CONSIDERACIONES,A-CE,0.0
46f73e71f130933a7643d49c124961328f9662670c59341c61853aecf4f9aa61,DECISIÓN,A-CE,0.0
47c342aab276844a18d7a750a40d593b4048b5be4c0efee8d0280fe877fcfe9e,CONSIDERACIONES,A-CE,0.0
47c342aab276844a18d7a750a40d593b4048b5be4c0efee8d0280fe877fcfe9e,DECISIÓN,A-CE,0.0
492a5569c657471578f0ebeb3f47a63967eca0eb4a4759434cec33fb3338fb39,CONSIDERACIONES,A-CE,0.0
492a5569c657471578f0ebeb3f47a63967eca0eb4a4759434cec33fb3338fb39,DECISIÓN,A-CE,0.0
49c68763984e5d9e59b163f8fe18c8123aec99174b8a146a271e473e5f36c8fe,CONSIDERACIONES,A-CE,0.39718614718614753
49c68763984e5d9e59b163f8fe18c8123aec99174b8a146a271e473e5f36c8fe,DECISIÓN,A-CE,0.0
4a602a4e9037c3425ae5bf5a5870a8835797872f276effa88d8374d24bf0e8d4,CONSIDERACIONES,A-CE,0.5780660377358499
4a602a4e9037c3425ae5bf5a5870a8835797872f276effa88d8374d24bf0e8d4,DECISIÓN,A-CE,1.0
4c84260b1cda2b5cec7757601f04d45f7f7e4ff5fbc56177161cae23bceb0e14,CONSIDERACIONES,A-CE,0.6659482758620686
4c84260b1cda2b5cec7757601f04d45f7f7e4ff5fbc56177161cae23bceb0e14,DECISIÓN,A-CE,0.0
4d04f54b01999b47535286a995f2fa8a923078a41fefd1d2e07fecabbfd8197c,CONSIDERACIONES,A-CE,0.0
4d04f54b01999b47535286a995f2fa8a923078a41fefd1d2e07fecabbfd8197c,DECISIÓN,A-CE,0.0
4e618123e250d59be341912a25482a05c12998cddc7a65b372ca84a1cab92599,HECHOS,A-CE,0.0
4e618123e250d59be341912a25482a05c12998cddc7a65b372ca84a1cab92599,CONSIDERACIONES,A-CE,0.0
4e618123e250d59be341912a25482a05c12998cddc7a65b372ca84a1cab92599,DECISIÓN,A-CE,0.0
4e65a8bde9be809a08c85a65b1d2759eb3c4c339e05df00fb53ff13808e06da1,CONSIDERACIONES,A-CSJ,0.0
4e65a8bde9be809a08c85a65b1d2759eb3c4c339e05df00fb53ff13808e06da1,DECISIÓN,A-CSJ,0.0
4f02fad65f7f67527db3e81414a58bb410559a19b03df01e88f9a848d1afe209,CONSIDERACIONES,A-CSJ,0.5231481481481484
4f02fad65f7f67527db3e81414a58bb410559a19b03df01e88f9a848d1afe209,DECISIÓN,A-CSJ,0.0
5087ff8d325aba3d05c8c21849e28b2e58e7104e414223bd1a36263cf773ad31,DECISIÓN,A-CE,0.7812500000000001
509f961769e57ed1c22b287da92f973875c8d22b06626cb858ed9aa7ed65dd40,CONSIDERACIONES,A-CE,0.0
509f961769e57ed1c22b287da92f973875c8d22b06626cb858ed9aa7ed65dd40,DECISIÓN,A-CE,0.0
50a93dcc78eff844105f718cbb671587164ba3550dffd77102230094b8e2a3b1,HECHOS,A-CSJ,0.0
50a93dcc78eff844105f718cbb671587164ba3550dffd77102230094b8e2a3b1,CONSIDERACIONES,A-CSJ,0.0
50a93dcc78eff844105f718cbb671587164ba3550dffd77102230094b8e2a3b1,DECISIÓN,A-CSJ,0.0
51f6c0948856c2604b566132838d7488eb3bdc1596e90fa610dcfdeda5a9258d,HECHOS,A-CSJ,0.0
51f6c0948856c2604b566132838d7488eb3bdc1596e90fa610dcfdeda5a9258d,DECISIÓN,A-CSJ,0.0
54214e95e02c9df91fe86364913c8fdba183546bf71bb24b2fc111ec9180d6f6,CONSIDERACIONES,A-CSJ,0.0
54214e95e02c9df91fe86364913c8fdba183546bf71bb24b2fc111ec9180d6f6,DECISIÓN,A-CSJ,0.0
54f16a9edb76f0c1af04dd8a18c819fe6d236cc8a5a129d98d8415f6bdc7a0ce,CONSIDERACIONES,A-CSJ,0.0
54f16a9edb76f0c1af04dd8a18c819fe6d236cc8a5a129d98d8415f6bdc7a0ce,DECISIÓN,A-CSJ,0.0
564e929ad9f0f0bd90cce7516093e61457fb90f5931e7dabd678b98b47293a4a,CONSIDERACIONES,A-CE,0.0
564e929ad9f0f0bd90cce7516093e61457fb90f5931e7dabd678b98b47293a4a,DECISIÓN,A-CE,0.0
