doc_id,section_id,corpus_type,year,y1_ebi,y2_sa,y3_civil,y4_nv,y5_corpus_type,y6_period,y10_rep,y7_surprisal,y8_mafapo,y9_cidh,y11_conv_rest,text_length_chars,n_sa_instances,n_nv_instances,n_rep_instances,n_nv_questioned,processing_time_s,has_warning
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9854,0.1828,2,0.9655,0.0,,,,,8000,48,4,0,0,3.149,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9955,0.1795,2,0.9655,0.0,,,,,2640,20,2,0,0,1.106,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9806,0.4069,2,0.9655,0.1383,,,,,8000,56,15,3,3,3.27,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9938,0.2135,2,0.9655,0.2023,,,,,7721,50,5,3,0,3.054,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.986,0.2432,2,0.9655,0.1209,,,,,8000,57,6,2,0,3.298,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9915,0.1789,2,0.9655,0.2738,,,,,8000,50,5,5,0,2.97,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9877,0.6286,2,0.9655,0.0,,,,,8000,47,15,0,0,3.168,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,0.7685,0.9885,0.0556,2,0.9655,0.1917,,,,,5526,17,1,3,0,2.107,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9928,0.6095,2,0.9655,0.1357,,,,,8000,57,14,2,0,3.264,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9841,0.4762,2,0.9655,0.1786,,,,,3241,19,4,1,0,1.343,False
