AU1,AU4,AU6,AU12,AU15,AU17,audio,start,end,duracion
0.2454152282488604,0.05465179278689902,0.29769980563567233,0.06583945264551752,0.003262638540595967,0.16433919502350575,casanare_torres,1011.28,1014.44,3.16
0.019661101561117295,0.02036176439529906,0.39189851221938926,0.02323572081513703,0.00020048856216211183,0.42410129432876903,casanare_torres,1015.2,1017.75,2.55
0.10024856643500052,0.1255083043422354,0.3016541859036998,0.0032705674577875087,0.0012786880662660177,0.22030199071588485,casanare_torres,1018.17,1020.04,1.87
0.11136927383227481,0.015059502723185384,0.22632655873894691,0.008193541514774298,0.00038343953663873737,0.36699675287430483,casanare_torres,1021.69,1027.08,5.38
0.040028662770055234,0.004443385882950679,0.3356419578194618,0.007226118805192527,0.003121453048379408,0.12250303430482745,casanare_torres,1027.58,1028.29,0.71
0.26178406314416364,0.0012930887129517612,0.41030327908017417,0.05560301648314304,0.00095964921109209,0.15051337136802348,casanare_torres,1028.63,1031.33,2.7
0.1957629007625986,0.04414551924144854,0.325997183946046,0.16797343813496726,0.002769160395969679,0.08257000139829787,casanare_torres,1031.75,1034.45,2.7
0.13618884694213712,0.0746335644060829,0.4475511243300779,0.05297406765524621,0.001536084598423518,0.0661633876817567,casanare_torres,1035.06,1041.74,6.68
0.18141819188458613,0.06957606437235882,0.4582954153418541,0.07426157891895854,0.0007338512259593699,0.13466144461999646,casanare_torres,1043.19,1048.09,4.89
0.12727828436780125,0.061013430402656214,0.4575792733165953,0.05826843007505684,0.0016748452786082958,0.1900319806817505,casanare_torres,1048.73,1059.8,11.07
0.0955152256283327,0.03566691321975668,0.4623205095529556,0.0022138253150842504,0.00021974034779077557,0.3916033863089979,casanare_torres,1060.08,1063.22,3.14
0.19794198757280473,0.02178465007549992,0.3344251092361367,0.12912529481206508,0.0007712866772240175,0.6111425166220769,casanare_torres,1064.39,1068.34,3.95
