AU1,AU4,AU6,AU12,AU15,AU17,audio,speaker,start,end,duracion
0.14611561316996813,0.05639440780505538,0.3288234733045101,0.002845786765101366,0.1307250361889601,0.0292638735845685,dabeiba,SPEAKER_01,874.39,881.33,6.94
,,,,,,dabeiba,SPEAKER_01,881.99,889.75,7.76
0.16268030309583992,0.2120553631684743,0.5215056999586523,0.018313295794541773,0.015329281945014372,0.12430122620571638,dabeiba,SPEAKER_01,890.54,909.56,19.02
0.07493732353164391,0.035808706682556396,0.42590026692910626,0.08507141973876226,0.002059232160635557,0.05168114145371047,dabeiba,SPEAKER_01,910.61,915.55,4.94
,,,,,,dabeiba,SPEAKER_01,916.17,917.9,1.72
,,,,,,dabeiba,SPEAKER_01,930.99,940.68,9.69
,,,,,,dabeiba,SPEAKER_01,940.85,946.16,5.32
0.03067501913756132,0.20050456002354622,0.6917989552021027,0.05488923192024231,0.0009918160212691873,0.006613760720938444,dabeiba,SPEAKER_01,946.48,971.07,24.59
,,,,,,dabeiba,SPEAKER_01,971.56,975.34,3.78
,,,,,,dabeiba,SPEAKER_01,975.59,997.77,22.17
,,,,,,dabeiba,SPEAKER_01,997.97,1010.3,12.34
,,,,,,dabeiba,SPEAKER_01,1011.01,1014.91,3.9
,,,,,,dabeiba,SPEAKER_01,1014.98,1039.63,24.65
,,,,,,dabeiba,SPEAKER_01,1046.97,1047.9,0.93
,,,,,,dabeiba,SPEAKER_01,1048.04,1048.58,0.54
0.1522813646122813,0.26339273820631204,0.3297005996108055,0.07749349232290115,0.0007336961709370371,0.2125550296412257,dabeiba,SPEAKER_01,1051.55,1091.29,39.74
,,,,,,dabeiba,SPEAKER_01,1097.43,1135.03,37.6
0.40701285004615784,0.002355674747377634,0.32068756222724915,0.5742270946502686,0.0011463583214208484,0.001108609139919281,dabeiba,SPEAKER_01,1135.53,1158.26,22.73
,,,,,,dabeiba,SPEAKER_01,1159.09,1159.78,0.69
,,,,,,dabeiba,SPEAKER_01,1160.25,1162.82,2.57
,,,,,,dabeiba,SPEAKER_01,1163.17,1167.53,4.35
,,,,,,dabeiba,SPEAKER_01,1168.07,1185.38,17.31
,,,,,,dabeiba,SPEAKER_01,1185.6,1197.82,12.22
,,,,,,dabeiba,SPEAKER_01,1198.14,1209.92,11.78
,,,,,,dabeiba,SPEAKER_01,1210.44,1227.35,16.91
,,,,,,dabeiba,SPEAKER_01,1227.97,1255.51,27.54
