doc_id,corpus,subcorpus,year,radicado,tipo_accion,decision,magistrado_ponente,sala_seccion,fecha_sentencia,fecha_hechos,departamento_hechos,municipio_hechos,batallon,secciones_identificadas,n_secciones,n_chars,y8_mafapo,y9_cidh,y2_sa,y10_rep,compareciente,rango,icm_v3,deteccion_facial
7d16bf05fa6b5ef7db16…,B-JEP,JEP-SRVR,2018,04,"Resolución de 
Conclusiones",Reconocimiento responsabilidad,[extraer de PDF],SRVR — Sala de Reconocimiento de Verdad,17 de julio de 2018,2002–2008 (Caso 03),Antioquia,Dabeiba,,RESUELVE,1,1895,0.193,0.248,0.975,0.143,—,—,—,—
810ea24daa85374e8a28…,B-JEP,JEP-SRVR,2023,[ver metadata_corpus_b.csv],Resolución JEP,Reconocimiento responsabilidad,[extraer de PDF],SRVR — Sala de Reconocimiento de Verdad,30 de agosto de 2023,2002–2008 (Caso 03),Antioquia,,,HECHOS_Y_CONDUCTAS | CONSIDERACIONES,2,8761,0.163,0.215,0.779,0.000,—,—,—,—
87a5f30a82d351797c94…,B-JEP,JEP-SRVR,2023,[ver metadata_corpus_b.csv],Resolución JEP,Reconocimiento responsabilidad,[extraer de PDF],SRVR — Sala de Reconocimiento de Verdad,30 de agosto de 2023,2002–2008 (Caso 03),Antioquia,,,CONSIDERACIONES | PATRONES_MACROCRIMINALES | RESUELVE,3,56000,0.211,0.275,0.653,0.007,—,—,—,—
c61b39eef647cdcf5efa…,B-JEP,JEP-SRVR,2022,[ver metadata_corpus_b.csv],auto de determinación,Reconocimiento responsabilidad,[extraer de PDF],SRVR — Sala de Reconocimiento de Verdad,14 de julio de 2022,2002–2008 (Caso 03),Boyacá,,,CONSIDERACIONES | RESUELVE,2,16000,0.198,0.253,1.000,0.000,—,—,—,—
d6d0725659a6d3cbf6b1…,B-JEP,JEP-SRVR,2021,[ver metadata_corpus_b.csv],"Auto de 
determinación",Reconocimiento responsabilidad,[extraer de PDF],SRVR — Sala de Reconocimiento de Verdad,9 de diciembre de 2021,2002–2008 (Caso 03),Catatumbo,,,CONSIDERACIONES | RESUELVE,2,9224,0.203,0.260,1.000,0.065,—,—,—,—
e296480baeeb6127374c…,B-JEP,JEP-SRVR,2022,[ver metadata_corpus_b.csv],auto de determinación,Reconocimiento responsabilidad,[extraer de PDF],SRVR — Sala de Reconocimiento de Verdad,14 de julio de 2022,2002–2008 (Caso 03),Boyacá,,,CONSIDERACIONES | RECONOCIMIENTO | RESUELVE,3,175898,0.192,0.227,0.981,0.198,—,—,—,—
casanare_torres,C-JEP,Casanare,2020,—,Audiencia reconocimiento JEP,Reconocimiento responsabilidad,Magistrada Catalina Díaz (relatora),SRVR,6 feb 2020,2001–2007,Casanare,Bogotá D.C. (sede audiencia),Batallón 16,TESTIMONIO_COMPARECIENTE | TESTIMONIO_VICTIMA,2,248000,0.193,0.264,,,Gral. Henry Torres Escalante,General,0.190,86%
catatumbo,C-JEP,Catatumbo,2022,—,Audiencia reconocimiento JEP (primera),Reconocimiento responsabilidad,Magistrada Catalina Díaz,SRVR,26-27 abr 2022,2002–2006,Norte de Santander,Cúcuta,Batallón Contraguerrilla 46,TESTIMONIO_COMPARECIENTE | TESTIMONIO_VICTIMA,2,115000,0.207,0.271,,,Cap. Juan Carlos Chaparro Chaparro,Capitán/Mayor,0.272,55%
dabeiba,C-JEP,Dabeiba,2023,—,Audiencia reconocimiento JEP,Reconocimiento responsabilidad,—,SRVR,2023,2003–2007,Antioquia,Dabeiba,Batallón de Infantería 62,TESTIMONIO_COMPARECIENTE | TESTIMONIO_VICTIMA,2,287000,0.189,0.262,,,Oficial (coronel/teniente coronel) — SPEAKER_01,Oficial,0.353,40%
huila,C-JEP,Huila,2022,—,Audiencia reconocimiento JEP,Reconocimiento responsabilidad,—,SRVR,2022,2003–2008,Huila,Neiva,Batallón Magdalena,TESTIMONIO_COMPARECIENTE | TESTIMONIO_VICTIMA,2,267000,0.186,0.263,,,Luis Carlos Ollo La Tapia + otros (SP06+07+08),Soldado/Suboficial,0.299,93%
costa_caribe,C-JEP,Costa Caribe,2022,—,Audiencia reconocimiento JEP,Reconocimiento responsabilidad,—,SRVR,18-19 jul 2022,2002–2005,Cesar / La Guajira,Valledupar,Batallón La Popa,TESTIMONIO_COMPARECIENTE | TESTIMONIO_VICTIMA,2,255000,0.189,0.259,,,12 comparecientes Batallón La Popa,Varios,N/D — video DRM,N/D
