archivo,radicado,n_expediente,year_radicado,tipo_accion,decision,magistrado_ponente,fecha_1,fecha_2,municipio_hechos,departamento_hechos,batallon_mencionado,n_chars
AP2610-2018(40098).txt,AP2610-2018,40098,,,,,15 de abril de 2004,18 de junio de 2002,,Antioquia,,27260
AP2617-2015(45828).txt,AP2617-2015,45828,,,,,30 de septiembre de 2011,20 de mayo de 2014,El,Magdalena,,17592
AP2687-2016(48007).txt,AP2687-2016,48007,,,,,22 de marzo de 2007,18 de marzo de 2016,,Antioquia,,6660
AP2706-2020(57083).txt,AP2706-2020,57083,,,condena,,15 de marzo de 2008,19 de septiembre de 2008,,Tolima,,13669
AP271-2018(43546).txt,AP271-2018,43546,,,,,9 de julio de 2005,16 de octubre de 2007,San,Antioquia,,21155
AP2739-2015(45149).txt,AP2739-2015,45149,,,,,15 de octubre de 1997,13 de febrero de 1994,Ccuta,VALLE,,32744
AP2831-2014(43678).txt,AP2831-2014,43678,,,,,8 de marzo de 2008,,,Cesar,,18656
AP3015-2018(50733).txt,AP3015-2018,50733,,,,,14 de mayo de 2005,25 de julio de 2007,Granada,Antioquia,,24363
AP306-2016(47172)_1.txt,AP306-2016,47172,,,,,6 de abril de 2007,29 de octubre de 2010,Hato,Casanare,,45132
AP3063-2019(55334).txt,AP3063-2019,55334,,,,,10 de mayo de 2006,11 de mayo de 2006,,Magdalena,,14876
AP308-2018(50597).txt,AP308-2018,50597,,,,,11 de junio de 2015,21 de octubre de 2003,,,,14381
AP310-2016(46299).txt,AP310-2016,46299,,,,,8 de febrero de 2006,10 de marzo de 2009,Gigante,Huila,,39269
AP3167-2016(48025).txt,AP3167-2016,48025,,,,,27 de marzo de 2014,17 de septiembre de 2010,,Cesar,,19218
AP3224-2016(48132).txt,AP3224-2016,48132,,,,,3 de abril de 2007,2 de mayo de 2011,,Sucre,,21635
AP3313-2018(52982).txt,AP3313-2018,52982,,recurso de apelación,,,10 de junio de 2016,13 de julio de 2017,,Antioquia,Militar,17136
AP3355-2015(45174).txt,AP3355-2015,45174,,,,,15 de noviembre de 2006,13 de septiembre de 2012,,Antioquia,,23713
AP3389-2016(48168).txt,AP3389-2016,48168,,,,,28 de julio de 2014,3 de abril de 2007,,CESAR,,16105
AP3405-2017(43924).txt,AP3405-2017,43924,,,,,21 de enero de 2014,22 de abril de 2007,Aguazul,Casanare,,89162
AP3439-2014(41752).txt,AP3439-2014,41752,,,confirma,,24 de diciembre de 2006,28 de mayo de 2011,Majagual,Sucre,,28483
AP3455-2014(43303).txt,AP3455-2014,43303,,,,para oficiosamente proferir,9 de enero de 2008,11 de enero de 2008,Soacha,Cundinamarca,,192651
AP3781-2014(43678).txt,AP3781-2014,43678,,,,,7 de septiembre de 2011,28 de mayo de 2014,,,,10395
AP4064-2016(46318).txt,AP4064-2016,46318,,,,,24 de enero de 2008,31 de julio de 2012,Chaparral,Tolima,,38328
AP4146-2017(50301).txt,AP4146-2017,50301,,,,,17 de marzo de 2006,9 de agosto de 2010,Gigante,Huila,,19607
AP4236-2016(46895).txt,AP4236-2016,46895,,,,,7 de mayo de 2015,1 de febrero de 2012,Canalete,,,17534
AP4249-2014(36487).txt,AP4249-2014,36487,,,,,14 de agosto de 2006,13 de junio de 2007,,,,75464
AP4401-2015(43936).txt,AP4401-2015,43936,,,,,11 de diciembre de 2002,20 de abril de 2010,Campamento,Antioquia,,15992
AP4404-2015(45999).txt,AP4404-2015,45999,,,,,20 de junio de 2007,25 de septiembre de 2008,Puerto,,,17203
AP4462-2019(54916).txt,AP4462-2019,54916,,,,,5 de diciembre de 2005,9 de marzo de 2006,El,Meta,,33556
AP4477-2015(45545).txt,AP4477-2015,45545,,,,,24 de octubre de 2013,6 de noviembre de 2006,Barbacoas,Sucre,,21232
AP4483-2014(43888).txt,AP4483-2014,43888,,,,,27 de febrero de 2005,02 de marzo de 2005,San,Antioquia,,45352
AP4688-2017(50301).txt,AP4688-2017,50301,,,,,17 de marzo de 2006,24 de mayo de 2013,Gigante,Huila,,29588
AP4695-2017(43546).txt,AP4695-2017,43546,,,,,9 de julio de 2005,16 de octubre de 2007,San,Antioquia,,37661
AP4753-2016(47812).txt,AP4753-2016,47812,,,,,6 de agosto de 2013,29 de julio de 2014,,Antioquia,,16753
AP4901-2017(42589).txt,AP4901-2017,42589,,,,,24 de diciembre de 2004,18 de enero de 2006,Nuncha,Casanare,,29191
AP4916-2017(49549)_1.txt,AP4916-2017,49549,,,,,16 de septiembre de 2006,24 de septiembre de 2007,Valparaso,,,28244
AP4964-2014(42764).txt,AP4964-2014,42764,,,,,16 de diciembre de 2011,2 de abril de 2006,San,Cesar,,34326
AP4979-2014(44036).txt,AP4979-2014,44036,,,,,8 de mayo de 2007,30 de marzo de 2012,El,Norte de Santander,,30933
AP4998-2019(56452).txt,AP4998-2019,56452,,,,,11 de marzo de 2006,4 de agosto de 2009,,,,30046
AP5005-2014(40526).txt,AP5005-2014,40526,,,,,13 de enero de 2012,31 de marzo de 2004,,Cauca,,38775
AP5012-2014(43895).txt,AP5012-2014,43895,,,confirma,,18 de mayo de 2004,17 de septiembre de 2010,Ituango,Antioquia,,33242
AP505-2014.txt,AP505-2014,,,,,,15 de octubre de 1997,13 de febrero de 1994,Ccuta,VALLE,,15383
AP5097-2017(47089).txt,AP5097-2017,47089,,,,,15 de noviembre de 2006,1 de junio de 2011,la,CESAR,,19793
AP5101-2015(46030).txt,AP5101-2015,46030,,,,,15 de octubre de 2014,14 de junio de 2008,,Cesar,,24143
AP5149-2015(43434).txt,AP5149-2015,43434,,,,,7 de octubre de 2013,19 de diciembre de 2006,Garzn,Huila,,32559
AP5160-2017(42374).txt,AP5160-2017,42374,,,,,4 de mayo de 2009,12 de noviembre de 2010,,Huila,,27973
AP5184-2015(46625).txt,AP5184-2015,46625,,,,,4 de octubre de 2006,3 de octubre de 2006,Nario,Antioquia,,21252
AP5185-2017(42374).txt,AP5185-2017,42374,,,,,4 de mayo de 2009,12 de noviembre de 2010,,Huila,,26233
AP5241-2017(48996).txt,AP5241-2017,48996,,,,,23 de abril de 2010,10 de febrero de 2012,Valdivia,Antioquia,,32934
AP5246-2017(49884).txt,AP5246-2017,49884,,,,,8 de febrero de 2007,25 de agosto de 2010,El,,,13285
AP5248-2017(50135).txt,AP5248-2017,50135,,,revoca,,21 de octubre de 2005,9 de marzo de 2011,Palestina,Magdalena,,39737
AP5383-2017(47089).txt,AP5383-2017,47089,,,,,15 de noviembre de 2006,1 de junio de 2011,la,CESAR,,20364
AP5571-2017(49088).txt,AP5571-2017,49088,,,condena,,11 de enero de 2007,26 de diciembre de 2006,,Casanare,,57682
AP5670-2015(46386).txt,AP5670-2015,46386,,,,,15 de diciembre de 2014,26 de julio de 2004,,Antioquia,,25827
AP5708-2017(48996).txt,AP5708-2017,48996,,,,,23 de abril de 2010,22 de agosto de 2011,Valdivia,Antioquia,,20229
AP5715-2016(47538).txt,AP5715-2016,47538,,,confirma,,22 de junio de 2004,17 de julio de 2004,Chita,,,11848
AP5759-2014(35677).txt,AP5759-2014,35677,,,,,4 de junio de 2005,17 de octubre de 2008,,,,12946
AP5765-2014(35983).txt,AP5765-2014,35983,,,,,5 de agosto de 2004,12 de julio de 2005,Saravena,Arauca,,8353
AP5767-2014(38961).txt,AP5767-2014,38961,,,,,1 de febrero de 2004,12 de noviembre de 2008,Florin,Sucre,,11856
AP5769-2016(48507).txt,AP5769-2016,48507,,,,,15 de mayo de 2004,17 de mayo de 2004,San,Antioquia,,27312
AP5775-2017(47937).txt,AP5775-2017,47937,,,,,13 de noviembre de 2014,4 de octubre de 2006,Nario,Antioquia,CONTRAGUERRILLAS,59625
AP5854-2017(46043).txt,AP5854-2017,46043,,,,,4 de enero de 2005,20 de abril de 2005,,Antioquia,,24161
AP5870-2017(48100).txt,AP5870-2017,48100,,,condena,,14 de diciembre de 2006,21 de octubre de 2011,Puerto,,,18341
AP5902-2016(48410).txt,AP5902-2016,48410,,,,,4 de junio de 2014,17 de marzo de 2008,Paz,Casanare,,17258
AP6398-2017(40098).txt,AP6398-2017,40098,,,condena,,17 de febrero de 2005,15 de abril de 2004,San,Antioquia,,30594
AP6551-2016(48560)_1.txt,AP6551-2016,48560,,,condena,,14 de diciembre de 2005,17 de junio de 2015,Santa,Antioquia,,6629
AP6563-2016(47919).txt,AP6563-2016,47919,,,,,8 de octubre de 2012,26 de marzo de 2013,,Cundinamarca,,11483
AP6662-2016(45787).txt,AP6662-2016,45787,,,confirma,,9 de septiembre de 2007,10 de marzo de 2008,,Norte de Santander,,30612
AP6731-2017(44876).txt,AP6731-2017,44876,,,,,10 de marzo de 2010,30 de noviembre de 2010,Gigante,Cesar,,16827
AP6733-2017(48520).txt,AP6733-2017,48520,,,,,15 de diciembre de 2005,16 de diciembre de 2005,,Cauca,,22141
AP6734-2017(48520).txt,AP6734-2017,48520,,,,,15 de diciembre de 2005,16 de diciembre de 2005,,Cauca,,22567
AP6739-2017(50135).txt,AP6739-2017,50135,,,,,21 de octubre de 2005,22 de septiembre de 2008,Palestina,Magdalena,,32637
AP6799-2017(47089).txt,AP6799-2017,47089,,,,,15 de noviembre de 2006,26 de noviembre de 2010,La,Cesar,,15704
AP6886-2015(44163).txt,AP6886-2015,44163,,,,,21 de febrero de 2014,3 de enero de 2014,San,Antioquia,,35337
AP6888-2014(40952).txt,AP6888-2014,40952,,,,,30 de mayo de 2006,9 de abril de 2007,Santa,Antioquia,,20156
AP6934-2015(46048).txt,AP6934-2015,46048,,,,,26 de septiembre de 2005,5 de octubre de 2012,Barbosa,Antioquia,,27462
AP7052-2017(48100).txt,AP7052-2017,48100,,,condena,,14 de diciembre de 2006,21 de octubre de 2011,Puerto,,,18663
AP7072-2016(47576).txt,AP7072-2016,47576,,,,,16 de octubre de 2012,31 de marzo de 2014,Frontino,Antioquia,,8092
AP7127-2017(49321).txt,AP7127-2017,49321,,,,,12 de junio de 2014,4 de octubre de 2006,Puerto,Putumayo,,17583
AP7171-2017(48583).txt,AP7171-2017,48583,,,,,7 de septiembre de 2010,11 de enero de 2011,,,,14462
AP7179-2014(42277).txt,AP7179-2014,42277,,,,,2 de abril de 2007,5 de agosto de 2008,,Santander,,79575
AP7242-2014(38393).txt,AP7242-2014,38393,,,,,13 de junio de 2011,13 de mayo de 2007,,,,31229
AP7260-2014(44953)_1.txt,AP7260-2014,44953,,,,,19 de mayo de 2007,11 de marzo de 2011,Tierralta,,,10609
AP7461-2017(50844).txt,AP7461-2017,50844,,,,,9 de noviembre de 2015,30 de diciembre de 2016,Tolviejo,Sucre,,25514
AP7509-2017(50597).txt,AP7509-2017,50597,,,,,11 de junio de 2015,21 de octubre de 2003,,,,14775
AP767-2019(49497).txt,AP767-2019,49497,,,condena,,1 de septiembre de 2013,10 de junio de 2014,,,,30846
AP7870-2017(50597).txt,AP7870-2017,50597,,,,,11 de junio de 2015,21 de octubre de 2003,,,,14156
AP814-2014(42178).txt,AP814-2014,42178,,,,,28 de septiembre de 2012,14 de diciembre de 2005,Algeciras,,,27985
AP8326-2016(46366).txt,AP8326-2016,46366,,,,,2 de abril de 2014,29 de diciembre de 2004,Santa,Cauca,,27572
AP860-2019(54393).txt,AP860-2019,54393,,,,,4 de abril de 2017,1 de diciembre de 2016,Bello,Antioquia,,8784
AP898-2015(44895).txt,AP898-2015,44895,,,,,25 de agosto de 2005,7 de agosto de 2005,Rionegro,Antioquia,JUAN,37825
AP937-2014(43144).txt,AP937-2014,43144,,,,,20 de mayo de 2013,30 de junio de 2011,,Cesar,,70178
AP938-2015 (44709).txt,AP938-2015,44709,,,,,20 de mayo de 2014,9 de marzo de 2005,,Antioquia,,26124
AP944-2015 (42767).txt,AP944-2015,42767,,,,,27 de agosto de 2007,18 de febrero de 2008,Yopal,Casanare,,19438
AP950-2016(43526).txt,AP950-2016,43526,,,,,13 de febrero de 2013,31 de enero de 2014,,Antioquia,,45488
AP951-2015 (44316).txt,AP951-2015,44316,,,,,5 de marzo de 2014,25 de mayo de 2005,,Casanare,,42330
AP952-2015 (44755)_2.txt,AP952-2015,44755,,,,,13 de noviembre de 2012,7 de julio de 2004,,Norte de Santander,,19327
CE-SEC3-EXP2001-N11940.txt,CE-SEC3-EXP2001-N11940,,,,,,26 de febrero de 1996,22 de marzo de 1993,,Tolima,,66576
DEFINICION CONSEJO DE ESTADO.txt,DEFINICION CONSEJO DE ESTADO,,,,,,23 de mayo de 1994,17 de junio de 1998,,,,3013
Resumen caso .txt,Resumen caso,,,tutela,,,9 de marzo de 2002,11 de marzo de 2002,,,de,44130
SENTENCIA 42213 REGISTRO INCOMPLETO.txt,SENTENCIA 42213 REGISTRO INCOMPLETO,,,,,,2 de junio de 2006,13 de noviembre de 2007,,Córdoba,de,6110
SP017-2018(43801).txt,SP017-2018,43801,,,condena,,5 de diciembre de 2012,11 de junio de 2004,Puerto,,,30990
SP036-2018(42374).txt,SP036-2018,42374,,,condena,,22 de marzo de 2006,22 de marzo de 2006,Pitalito,Huila,,20924
SP1039-2019(40098).txt,SP1039-2019,40098,,,,,15 de febrero de 2005,26 de enero de 2009,,Antioquia,,115937
SP1081-2015(44434).txt,SP1081-2015,44434,,,,,7 de diciembre de 2005,16 de enero de 2006,Frontino,Antioquia,,19253
SP1090-2015(36970).txt,SP1090-2015,36970,,,,,9 de marzo de 2011,15 de diciembre de 2005,Tamara,Casanare,,38174
SP1111-2018(42589).txt,SP1111-2018,42589,,,condena,,21 de diciembre de 2004,24 de diciembre de 2004,Nuncha,Casanare,,52781
SP11728-2014(43303).txt,SP11728-2014,43303,,,,,9 de enero de 2008,11 de enero de 2008,Soacha,Cundinamarca,,41630
SP1175-2020(52341).txt,SP1175-2020,52341,,,condena,,9 de diciembre de 2014,7 de marzo de 2015,,,,47246
SP1290-2018(43529).txt,SP1290-2018,43529,,,,,20 de octubre de 2005,21 de octubre de 2005,Palestina,Huila,,33466
SP12931-2014(38097).txt,SP12931-2014,38097,,,condena,,6 de junio de 2002,9 de septiembre de 2002,,,,56691
SP136-2016(35787).txt,SP136-2016,35787,,,,,28 de octubre de 2009,29 de noviembre de 2006,Canaletes,,,58776
SP13600-2015(42241).txt,SP13600-2015,42241,,,,,7 de marzo de 2013,17 de enero de 2013,Yopal,Casanare,,54032
SP13988-2017(48520).txt,SP13988-2017,48520,,,revoca,,13 de noviembre de 2015,15 de diciembre de 2005,La,Cauca,,38231
SP14215-2016(45149).txt,SP14215-2016,45149,,,,,14 de febrero de 1994,22 de febrero de 1994,Ccuta,VALLE,,85245
SP14287-2016(47274).txt,SP14287-2016,47274,,,,,16 de julio de 2015,16 de diciembre de 2011,Ibagu,Tolima,,51862
SP14476-2015(44127).txt,SP14476-2015,44127,,,,,11 de diciembre de 2013,6 de junio de 2012,San,Norte de Santander,,105245
SP1457-2014(42438).txt,SP1457-2014,42438,,,,,20 de diciembre de 2010,22 de diciembre de 2010,,,,11268
SP14966-2016(45692).txt,SP14966-2016,45692,,,,,30 de junio de 2007,27 de abril de 2012,El,Norte de Santander,,43178
SP1543-2018(44284).txt,SP1543-2018,44284,,,,,14 de marzo de 2013,23 de julio de 2006,San,Huila,,45897
SP15774-2017(44409)1.txt,SP15774-2017,44409,,,,,2 de noviembre de 2012,1 de marzo de 2013,,,,51845
SP16935-2016(48369).txt,SP16935-2016,48369,,,,,27 de abril de 2005,26 de abril de 2005,La,Cesar,,22306
SP17063-2015(35543).txt,SP17063-2015,35543,,,,,6 de julio de 2010,12 de octubre de 2006,Hacar,Norte de Santander,,71072
SP17412-2017(48507).txt,SP17412-2017,48507,,,,,15 de mayo de 2004,16 de mayo de 2004,San,Antioquia,,40626
SP1854-2019(46900).txt,SP1854-2019,46900,,,,,19 de octubre de 2007,18 de noviembre de 2010,,Santander,,123996
SP1872-2017(34982).txt,SP1872-2017,34982,,,,,19 de febrero de 2005,19 de febrero de 2005,Bello,Antioquia,,45824
SP19224-2017(47716).txt,SP19224-2017,47716,,,,,19 de abril de 2013,29 de noviembre de 2006,Rioblanco,Tolima,,111260
SP19629-2017(50718).txt,SP19629-2017,50718,,,,,18 de noviembre de 2016,19 de mayo de 2016,San,La Guajira,,39247
SP19677-2017(36487).txt,SP19677-2017,36487,,,,,14 de agosto de 2006,13 de junio de 2007,,,,50339
SP19759-2017(49790).txt,SP19759-2017,49790,,,,,25 de agosto de 2007,16 de enero de 2012,Totor,Cauca,,12105
SP2544-2020(56591) (1).txt,SP2544-2020,56591,,,confirma,,21 de diciembre de 2006,15 de marzo de 2007,,Vichada,,118027
SP2544-2020(56591).txt,SP2544-2020,56591,,,confirma,,21 de diciembre de 2006,15 de marzo de 2007,,Vichada,,118027
SP2639-2015(44221).txt,SP2639-2015,44221,,,,,7 de febrero de 2014,13 de julio de 2013,El,Santander,,50136
SP2772-2018(51773).txt,SP2772-2018,51773,,,confirma,,10 de octubre de 2005,23 de agosto de 2005,Bello,Antioquia,,21256
SP2819-2017(38307) (1).txt,SP2819-2017,38307,,,condena,,6 de junio de 2002,9 de septiembre de 2002,,,,79509
SP2819-2017(38307).doc.txt,SP2819-2017,38307,,,condena,,6 de junio de 2002,9 de septiembre de 2002,,Bolívar,de,80661
SP2819-2017(38307).txt,SP2819-2017,38307,,,condena,,6 de junio de 2002,9 de septiembre de 2002,,,,79509
SP3339-2016(44288).txt,SP3339-2016,44288,,,,,9 de abril de 2005,10 de abril de 2005,Yarumal,Antioquia,,32475
SP3382-2014(40733).txt,SP3382-2014,40733,,,,,24 de agosto de 2012,15 de julio de 2011,,Santander,,124444
SP3931-2017(47351).txt,SP3931-2017,47351,,,condena,,20 de diciembre de 2006,14 de abril de 2010,Rovira,Tolima,,32247
SP4090-2016(39842).txt,SP4090-2016,39842,,,confirma,,17 de agosto de 2003,30 de mayo de 2007,San,Cesar,,12335
SP4363-2016(41698).txt,SP4363-2016,41698,,,,,15 de febrero de 2013,16 de julio de 2004,Granada,Antioquia,,31951
SP4862-2017(44612).txt,SP4862-2017,44612,,,,,15 de junio de 1997,23 de septiembre de 2010,Dabeiba,Antioquia,,136844
SP4904-2018(49884).txt,SP4904-2018,49884,,,confirma,,8 de febrero de 2007,25 de agosto de 2010,Carmen,,,44650
SP5403-2017(38922).txt,SP5403-2017,38922,,,,,8 de septiembre de 2010,7 de diciembre de 2005,,Antioquia,,18001
SP5526-2014(43654).txt,SP5526-2014,43654,,,,,17 de septiembre de 2013,8 de septiembre de 2010,,Cesar,,26570
SP579-2018(52141).txt,SP579-2018,52141,,,,,14 de febrero de 2007,14 de febrero de 2007,La,Cesar,,22872
SP7317-2015(45805).txt,SP7317-2015,45805,,,,,20 de noviembre de 2005,11 de marzo de 2009,San,Cesar,,19992
SP7633-2016(38999).txt,SP7633-2016,38999,,,,,14 de enero de 2007,8 de mayo de 2009,,VALLE,,27160
SP8032-2015(39703).txt,SP8032-2015,39703,,,,,10 de febrero de 2004,13 de febrero de 2004,Turbo,Antioquia,,81216
SP8837-2015(45049).txt,SP8837-2015,45049,,,,,14 de noviembre de 2007,28 de abril de 2010,Chiriguan,Cesar,,28060
SP920-2016(44398).txt,SP920-2016,44398,,,,,16 de diciembre de 2013,30 de diciembre de 2006,Bucarasica,Norte de Santander,,26808
SP9714-2017(46449).txt,SP9714-2017,46449,,,,,30 de enero de 2008,19 de octubre de 2009,Yond,Antioquia,,9325
