corpus_type,doc_id,bloque_id,chars,y11_quotes,y12_judgment,y13_evidential,y11_n_dq,y12_n_alta,y12_n_baja,y13_n_inst,y13_n_vic,y11_oral_score,y11_n_voz_vic,y11_n_voz_mil,y11_oral_v2,y11_prop_mafapo,y11_n_mafapo,y11_n_militar
A,0d799109865a9a1c,0d799109865a9a1c_b015,2000,1.0,0.0,0.5,1,1,0,0,0,,,,,,,
A,0d799109865a9a1c,0d799109865a9a1c_b016,2000,1.0,0.0,0.5,3,1,0,0,0,,,,,,,
A,0d799109865a9a1c,0d799109865a9a1c_b017,2000,1.0,1.0,0.5,1,0,1,0,0,,,,,,,
A,0d799109865a9a1c,0d799109865a9a1c_b018,2000,1.0,0.0,0.5,1,0,0,0,0,,,,,,,
A,0d799109865a9a1c,0d799109865a9a1c_b019,2000,1.0,0.0,0.5,3,0,0,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b000,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b001,2000,0.0,1.0,0.5,0,0,2,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b002,2000,1.0,0.0,0.5,1,0,0,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b003,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b004,2000,1.0,1.0,0.5,3,0,3,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b005,2000,0.0,0.25,0.5,0,3,1,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b006,2000,1.0,0.4,0.5,2,3,0,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b007,2000,1.0,0.4,0.5,1,3,0,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b008,2000,1.0,1.0,0.5,2,0,2,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b009,2000,1.0,0.0,0.5,2,3,0,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b010,2000,1.0,0.0,0.5,1,1,0,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b011,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b012,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b013,2000,0.0,1.0,0.5,0,0,1,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b014,2000,0.0,1.0,0.5,0,0,1,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b015,2000,0.0,0.2,0.5,0,4,1,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b016,2000,0.0,0.6667,0.5,0,2,2,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b017,2000,1.0,0.6667,0.5,1,1,0,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b018,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,0dbbebfd3378e61d,0dbbebfd3378e61d_b019,2000,0.0,0.6,0.5,0,2,3,0,0,,,,,,,
A,0ed77f2cfbb0dd80,0ed77f2cfbb0dd80_b000,2000,0.0,0.5,0.5,0,1,1,0,0,,,,,,,
A,0ed77f2cfbb0dd80,0ed77f2cfbb0dd80_b001,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,0ed77f2cfbb0dd80,0ed77f2cfbb0dd80_b002,2000,0.0,0.5,0.5,0,1,1,0,0,,,,,,,
A,0ed77f2cfbb0dd80,0ed77f2cfbb0dd80_b003,2000,0.0,0.0,0.5,0,3,0,0,0,,,,,,,
A,0ed77f2cfbb0dd80,0ed77f2cfbb0dd80_b004,2000,0.0,0.4286,1.0,0,4,3,1,0,,,,,,,
A,0ed77f2cfbb0dd80,0ed77f2cfbb0dd80_b005,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,0ed77f2cfbb0dd80,0ed77f2cfbb0dd80_b006,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,0ed77f2cfbb0dd80,0ed77f2cfbb0dd80_b007,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,0ed77f2cfbb0dd80,0ed77f2cfbb0dd80_b008,2000,0.0,1.0,0.5,0,0,1,0,0,,,,,,,
A,0ed77f2cfbb0dd80,0ed77f2cfbb0dd80_b009,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,0ed77f2cfbb0dd80,0ed77f2cfbb0dd80_b010,2000,0.0,0.2,1.0,0,4,1,1,0,,,,,,,
A,0ed77f2cfbb0dd80,0ed77f2cfbb0dd80_b011,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,0ed77f2cfbb0dd80,0ed77f2cfbb0dd80_b012,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,0ed77f2cfbb0dd80,0ed77f2cfbb0dd80_b013,902,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1017bb4b8803a7bc,1017bb4b8803a7bc_b000,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1017bb4b8803a7bc,1017bb4b8803a7bc_b001,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,1017bb4b8803a7bc,1017bb4b8803a7bc_b002,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1017bb4b8803a7bc,1017bb4b8803a7bc_b003,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1017bb4b8803a7bc,1017bb4b8803a7bc_b004,2000,0.0,0.0,1.0,0,1,0,1,0,,,,,,,
A,1017bb4b8803a7bc,1017bb4b8803a7bc_b005,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1017bb4b8803a7bc,1017bb4b8803a7bc_b006,2000,0.0,1.0,0.5,0,0,1,0,0,,,,,,,
A,1017bb4b8803a7bc,1017bb4b8803a7bc_b007,2000,1.0,0.0,0.5,1,1,0,0,0,,,,,,,
A,1017bb4b8803a7bc,1017bb4b8803a7bc_b008,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1017bb4b8803a7bc,1017bb4b8803a7bc_b009,303,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,101c3e12caf10998,101c3e12caf10998_b000,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,101c3e12caf10998,101c3e12caf10998_b001,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,101c3e12caf10998,101c3e12caf10998_b002,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,101c3e12caf10998,101c3e12caf10998_b003,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,101c3e12caf10998,101c3e12caf10998_b004,2000,1.0,0.5,0.5,2,1,1,0,0,,,,,,,
A,101c3e12caf10998,101c3e12caf10998_b005,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,101c3e12caf10998,101c3e12caf10998_b006,2000,1.0,0.0,0.5,1,2,0,0,0,,,,,,,
A,101c3e12caf10998,101c3e12caf10998_b007,2000,0.0,1.0,1.0,0,0,1,1,0,,,,,,,
A,101c3e12caf10998,101c3e12caf10998_b008,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,101c3e12caf10998,101c3e12caf10998_b009,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,101c3e12caf10998,101c3e12caf10998_b010,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,101c3e12caf10998,101c3e12caf10998_b011,979,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b000,2000,0.0,0.0,0.5,0,3,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b001,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b002,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b003,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b004,2000,0.0,0.0,0.5,0,3,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b005,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b006,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b007,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b008,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b009,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b010,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b011,2000,0.0,0.0,0.5,0,4,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b012,2000,0.0,0.3333,0.5,0,2,1,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b013,2000,0.0,0.3333,0.5,0,2,1,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b014,2000,0.0,0.8,0.5,0,1,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b015,2000,0.0,1.0,0.5,0,0,1,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b016,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b017,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b018,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,106207e34d1fde6c,106207e34d1fde6c_b019,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,11c1146149557691,11c1146149557691_b000,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,11c1146149557691,11c1146149557691_b001,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,11c1146149557691,11c1146149557691_b002,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,11c1146149557691,11c1146149557691_b003,2000,1.0,0.5,0.5,2,2,2,0,0,,,,,,,
A,11c1146149557691,11c1146149557691_b004,2000,1.0,0.5,0.5,1,3,3,0,0,,,,,,,
A,11c1146149557691,11c1146149557691_b005,2000,0.0,0.0,1.0,0,1,0,1,0,,,,,,,
A,11c1146149557691,11c1146149557691_b006,2000,0.0,0.4,0.5,0,3,0,0,0,,,,,,,
A,11c1146149557691,11c1146149557691_b007,2000,0.0,0.6667,0.5,0,1,2,0,0,,,,,,,
A,11c1146149557691,11c1146149557691_b008,2000,0.0,0.5,0.5,0,1,1,0,0,,,,,,,
A,11c1146149557691,11c1146149557691_b009,2000,0.0,0.5,0.5,0,1,1,0,0,,,,,,,
A,11c1146149557691,11c1146149557691_b010,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,11c1146149557691,11c1146149557691_b011,2000,1.0,0.3333,0.5,1,2,1,0,0,,,,,,,
A,11c1146149557691,11c1146149557691_b012,2000,0.0,1.0,0.5,0,0,3,0,0,,,,,,,
A,11c1146149557691,11c1146149557691_b013,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,128907d4b8ab2daa,128907d4b8ab2daa_b000,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,128907d4b8ab2daa,128907d4b8ab2daa_b001,2000,0.0,1.0,0.5,0,0,1,0,0,,,,,,,
A,128907d4b8ab2daa,128907d4b8ab2daa_b002,2000,0.0,0.4286,0.5,0,4,1,0,0,,,,,,,
A,128907d4b8ab2daa,128907d4b8ab2daa_b003,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,128907d4b8ab2daa,128907d4b8ab2daa_b004,2000,0.0,0.0,1.0,0,1,0,1,0,,,,,,,
A,128907d4b8ab2daa,128907d4b8ab2daa_b005,2000,0.0,1.0,0.5,0,0,2,0,0,,,,,,,
A,128907d4b8ab2daa,128907d4b8ab2daa_b006,2000,1.0,0.3333,1.0,1,4,2,1,0,,,,,,,
A,128907d4b8ab2daa,128907d4b8ab2daa_b007,717,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b000,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b001,2000,0.0,0.3333,0.5,0,2,1,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b002,2000,0.0,0.25,1.0,0,3,1,1,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b003,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b004,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b005,2000,0.0,0.5,0.5,0,1,1,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b006,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b007,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b008,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b009,2000,0.0,0.5,0.5,0,1,1,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b010,2000,0.0,0.6667,0.5,0,1,0,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b011,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b012,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b013,2000,0.0,1.0,0.5,0,0,1,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b014,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b015,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b016,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b017,2000,1.0,0.0,0.5,1,0,0,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b018,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,12c68e398fa497e0,12c68e398fa497e0_b019,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b000,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b001,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b002,2000,0.0,0.6667,0.5,0,1,2,0,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b003,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b004,2000,0.0,0.6667,0.5,0,1,2,0,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b005,2000,0.0,1.0,0.5,0,0,1,0,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b006,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b007,2000,0.0,0.5714,1.0,0,3,0,1,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b008,2000,0.0,0.5,1.0,0,2,0,2,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b009,2000,0.0,0.0,1.0,0,5,0,2,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b010,2000,0.0,0.0,0.5,0,4,0,0,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b011,2000,0.0,0.6667,0.5,0,1,0,0,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b012,2000,0.0,1.0,0.5,0,0,1,0,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b013,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b014,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b015,2000,0.0,0.3333,0.5,0,2,1,0,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b016,2000,0.0,0.2857,0.5,0,5,2,1,1,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b017,2000,0.0,0.5,0.5,0,2,2,0,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b018,2000,0.0,0.6667,0.5,0,1,2,0,0,,,,,,,
A,1416ae13e1f448ff,1416ae13e1f448ff_b019,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,143256801feffea8,143256801feffea8_b000,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,143256801feffea8,143256801feffea8_b001,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,143256801feffea8,143256801feffea8_b002,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,143256801feffea8,143256801feffea8_b003,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,143256801feffea8,143256801feffea8_b004,2000,0.0,0.5,0.5,0,1,1,0,0,,,,,,,
A,143256801feffea8,143256801feffea8_b005,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,143256801feffea8,143256801feffea8_b006,1266,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b000,2000,0.0,0.5,0.5,0,2,0,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b001,2000,0.0,1.0,0.5,0,0,1,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b002,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b003,2000,0.5,0.5,0.5,1,2,2,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b004,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b005,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b006,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b007,2000,0.0,1.0,0.5,0,0,0,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b008,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b009,2000,1.0,0.0,0.5,1,0,0,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b010,2000,0.0,0.3333,0.5,0,2,1,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b011,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b012,2000,0.0,0.5,0.5,0,2,2,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b013,2000,0.0,1.0,0.5,0,0,1,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b014,2000,1.0,0.0,0.5,1,1,0,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b015,2000,0.0,0.0,0.5,0,5,0,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b016,2000,1.0,0.5,0.5,1,1,1,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b017,2000,0.0,0.5,1.0,0,1,1,1,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b018,2000,1.0,0.0,0.5,1,0,0,0,0,,,,,,,
A,154480cd4a5177fb,154480cd4a5177fb_b019,2000,0.0,0.6,0.5,0,2,1,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b000,2000,0.0,1.0,0.5,0,0,1,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b001,2000,0.0,1.0,0.5,0,0,1,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b002,2000,0.0,1.0,0.5,0,0,0,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b003,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b004,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b005,2000,0.0,0.0,1.0,0,3,0,1,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b006,2000,0.0,0.5,0.5,0,1,1,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b007,2000,0.0,1.0,0.5,0,0,0,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b008,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b009,2000,0.0,1.0,0.5,0,0,2,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b010,2000,0.0,0.5,0.5,0,1,1,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b011,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b012,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b013,2000,0.0,0.0,0.5,0,3,0,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b014,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b015,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b016,2000,1.0,0.75,0.5,1,1,1,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b017,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b018,2000,0.0,1.0,0.5,0,0,0,0,0,,,,,,,
A,15a84895577a3f98,15a84895577a3f98_b019,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b000,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b001,2000,0.0,0.5,0.5,0,1,1,0,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b002,2000,0.0,0.5,0.5,0,1,1,0,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b003,2000,0.0,0.75,1.0,0,1,3,1,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b004,2000,0.0,0.5,0.5,0,1,1,0,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b005,2000,0.0,1.0,0.5,0,0,2,0,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b006,2000,0.0,1.0,0.5,0,0,2,0,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b007,2000,0.0,1.0,0.5,0,0,3,0,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b008,2000,0.0,0.3333,1.0,0,2,1,1,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b009,2000,0.0,0.6667,0.5,0,1,2,0,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b010,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b011,2000,0.0,0.3333,0.5,0,2,1,0,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b012,2000,0.0,0.1667,0.5,0,5,1,0,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b013,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b014,2000,0.0,0.5,0.5,0,3,3,0,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b015,2000,0.0,1.0,0.5,0,0,1,0,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b016,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,1969b99d5165452c,1969b99d5165452c_b017,633,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b000,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b001,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b002,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b003,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b004,2000,0.0,0.6667,0.5,0,1,2,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b005,2000,0.0,0.3333,0.5,0,2,1,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b006,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b007,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b008,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b009,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b010,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b011,2000,0.0,0.0,0.5,0,3,0,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b012,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b013,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b014,2000,1.0,0.0,0.5,1,1,0,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b015,2000,1.0,0.0,1.0,2,4,0,1,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b016,2000,1.0,1.0,0.5,3,0,3,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b017,2000,1.0,0.0,0.5,4,0,0,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b018,2000,1.0,0.0,0.5,4,0,0,0,0,,,,,,,
A,1b2f8e6c0f9fba53,1b2f8e6c0f9fba53_b019,2000,0.0,0.0,0.5,0,0,0,0,0,,,,,,,
A,1cdfc83e3657c142,1cdfc83e3657c142_b000,2000,0.0,0.0,0.5,0,1,0,0,0,,,,,,,
A,1cdfc83e3657c142,1cdfc83e3657c142_b001,2000,0.0,0.0,0.5,0,2,0,0,0,,,,,,,
