audio,bloque_id,subcaso,y8_v5,y9_v5
dabeiba_antioquia,dabeiba_antioquia_b0086,Antioquia,0.17256858734662373,0.29691821336746216
dabeiba_antioquia,dabeiba_antioquia_b0087,Antioquia,0.13314370127869513,0.24349159002304077
dabeiba_antioquia,dabeiba_antioquia_b0088,Antioquia,0.16987039293190742,0.27258121967315674
dabeiba_antioquia,dabeiba_antioquia_b0089,Antioquia,0.14309514565646242,0.24311649799346924
dabeiba_antioquia,dabeiba_antioquia_b0090,Antioquia,0.11799414640396566,0.2513035535812378
dabeiba_antioquia,dabeiba_antioquia_b0091,Antioquia,0.0935884201063859,0.23291820287704468
dabeiba_antioquia,dabeiba_antioquia_b0092,Antioquia,0.14251856793927586,0.2638111114501953
dabeiba_antioquia,dabeiba_antioquia_b0093,Antioquia,0.15671645766935183,0.2556736469268799
dabeiba_antioquia,dabeiba_antioquia_b0094,Antioquia,0.1515806519052173,0.25082045793533325
dabeiba_antioquia,dabeiba_antioquia_b0095,Antioquia,0.23712617098833644,0.3390318751335144
dabeiba_antioquia,dabeiba_antioquia_b0096,Antioquia,0.13038595028730027,0.24920916557312012
dabeiba_antioquia,dabeiba_antioquia_b0097,Antioquia,0.21024984557348847,0.283092200756073
dabeiba_antioquia,dabeiba_antioquia_b0098,Antioquia,0.16627321270558426,0.2572052478790283
dabeiba_antioquia,dabeiba_antioquia_b0099,Antioquia,0.11278251423028007,0.22659671306610107
dabeiba_antioquia,dabeiba_antioquia_b0100,Antioquia,0.1811752671622937,0.27776873111724854
dabeiba_antioquia,dabeiba_antioquia_b0101,Antioquia,0.1405221324427992,0.279840350151062
dabeiba_antioquia,dabeiba_antioquia_b0102,Antioquia,0.2003428342717778,0.3035462498664856
dabeiba_antioquia,dabeiba_antioquia_b0103,Antioquia,0.12083768556222696,0.23353618383407593
dabeiba_antioquia,dabeiba_antioquia_b0104,Antioquia,0.16291373034335255,0.2524681091308594
dabeiba_antioquia,dabeiba_antioquia_b0105,Antioquia,0.15141505923111653,0.23806780576705933
dabeiba_antioquia,dabeiba_antioquia_b0106,Antioquia,0.18393659057251333,0.28733640909194946
dabeiba_antioquia,dabeiba_antioquia_b0107,Antioquia,0.23838071731737376,0.3168923258781433
dabeiba_antioquia,dabeiba_antioquia_b0108,Antioquia,0.1917568859551837,0.2933940887451172
dabeiba_antioquia,dabeiba_antioquia_b0109,Antioquia,0.18168999248421203,0.26526206731796265
dabeiba_antioquia,dabeiba_antioquia_b0110,Antioquia,0.17365070058417142,0.2850216031074524
dabeiba_antioquia,dabeiba_antioquia_b0111,Antioquia,0.15991042839504077,0.25457727909088135
dabeiba_antioquia,dabeiba_antioquia_b0112,Antioquia,0.16446884157928232,0.2784990668296814
dabeiba_antioquia,dabeiba_antioquia_b0113,Antioquia,0.21567299127160633,0.32480770349502563
dabeiba_antioquia,dabeiba_antioquia_b0114,Antioquia,0.1656479091157299,0.2600162625312805
dabeiba_antioquia,dabeiba_antioquia_b0115,Antioquia,0.1263371540696241,0.24837028980255127
dabeiba_antioquia,dabeiba_antioquia_b0116,Antioquia,0.1906187221429383,0.31689268350601196
dabeiba_antioquia,dabeiba_antioquia_b0117,Antioquia,0.17550527046368158,0.24811255931854248
dabeiba_antioquia,dabeiba_antioquia_b0118,Antioquia,0.1692097607917633,0.2871739864349365
dabeiba_antioquia,dabeiba_antioquia_b0119,Antioquia,0.1625704557274007,0.25347185134887695
dabeiba_antioquia,dabeiba_antioquia_b0120,Antioquia,0.1633843343073218,0.28047335147857666
dabeiba_antioquia,dabeiba_antioquia_b0121,Antioquia,0.15480218213530017,0.2900829315185547
dabeiba_antioquia,dabeiba_antioquia_b0122,Antioquia,0.19090612911952154,0.3025802969932556
dabeiba_antioquia,dabeiba_antioquia_b0123,Antioquia,0.14770384853216278,0.29568690061569214
dabeiba_antioquia,dabeiba_antioquia_b0124,Antioquia,0.16537580585671918,0.2932835817337036
dabeiba_antioquia,dabeiba_antioquia_b0125,Antioquia,0.15015243529237632,0.27629387378692627
dabeiba_antioquia,dabeiba_antioquia_b0126,Antioquia,0.16993426844692638,0.2496611475944519
dabeiba_antioquia,dabeiba_antioquia_b0127,Antioquia,0.1345364146236433,0.23459476232528687
dabeiba_antioquia,dabeiba_antioquia_b0128,Antioquia,0.1857457312010441,0.27678340673446655
dabeiba_antioquia,dabeiba_antioquia_b0129,Antioquia,0.15758484959519492,0.27552324533462524
dabeiba_antioquia,dabeiba_antioquia_b0130,Antioquia,0.17520161588363636,0.26492077112197876
dabeiba_antioquia,dabeiba_antioquia_b0131,Antioquia,0.1789490325636075,0.2631967067718506
dabeiba_antioquia,dabeiba_antioquia_b0132,Antioquia,0.13918650314525205,0.24062544107437134
dabeiba_antioquia,dabeiba_antioquia_b0133,Antioquia,0.14942236092905314,0.2574805021286011
dabeiba_antioquia,dabeiba_antioquia_b0134,Antioquia,0.1523372749812556,0.2501344680786133
dabeiba_antioquia,dabeiba_antioquia_b0135,Antioquia,0.1587999398860317,0.24115097522735596
dabeiba_antioquia,dabeiba_antioquia_b0136,Antioquia,0.14041050226809615,0.24763911962509155
dabeiba_antioquia,dabeiba_antioquia_b0137,Antioquia,0.17374082796209056,0.2507324814796448
dabeiba_antioquia,dabeiba_antioquia_b0138,Antioquia,0.1548820075361408,0.24961751699447632
dabeiba_antioquia,dabeiba_antioquia_b0139,Antioquia,0.16880572245498882,0.27746695280075073
dabeiba_antioquia,dabeiba_antioquia_b0140,Antioquia,0.13391426664236217,0.23666268587112427
dabeiba_antioquia,dabeiba_antioquia_b0141,Antioquia,0.1697281739300387,0.2682410478591919
